surface	candidate_kind	source_path	sha256	line_count	action_lines	state_signal_lines	notes
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/orders/[orderId]/tracking/page.tsx	36151e2f5485cb3bbb5c4eb3075e53c8fdc43ef042fe6dee444d338e07eb824b	46	28	9,10	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/wishlist/page.tsx	bbf92adbd36edd713878784a05c9294b53d7eb51cdd56994d1055342f77b099a	30	27	9,26,27	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/appointments/page.tsx	7b1a09373e4445d94dcc58467056cc4ca3601c7cc30266c4c24a4bc8b38a2792	44	42	10,42	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/appointments/[appointmentId]/page.tsx	418eb47b4de91c87fb91106f4170d4e4ff88199ef3a397308bd35731fa718051	45	32	8,42	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/chat/page.tsx	71de2d8368ad8c221403b1f8e0ad77ddc5f94f342bba3f197a88e0767991eed8	42	NONE	7,32	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/chat/[threadId]/page.tsx	8b6b3c67d20fd8beb81ad2393b26fc5807087bdab39c54deb403b04a44cdedac	13	12	9,12	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/family/page.tsx	fa83666c9890f4489e426a1c8bfe293e545b736082e2511be2eed97d51f7dfed	46	NONE	9,35	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/home-care/page.tsx	3a0fc2d03e52b58d35a8947143e2ca268560709a3cb0e97a3241270648a9383a	47	33	8,34	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/home-care/services/page.tsx	f89f85c8d5f2b8d2e27d1c013adc3306b71cac2bc73bd3c731c9e59b04d4f672	24	18,22	18	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/home-care/services/[serviceId]/page.tsx	1e83c4bc3b8de9afd44f592838704b87ee96f70683dafdd2c71e9193e95e616d	20	15,18	18	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/consultations/specialties/page.tsx	9f80b2a2a3911aea7cd930c82ec8d38fab6e536d98a941e35c28347f41c0bdd2	35	23,32	23	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/consultations/doctors/page.tsx	f7e6036268412347512966c7aad748a72b21c57c2cb4ab2bac5a7bea1a300010	19	15,17	15	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/consultations/doctors/[doctorId]/page.tsx	f4bd02360d591462dafb7e3c57708564e4bdccc46dc9bd928c761e1aa9454cbd	23	18,21	18,21	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/settings/page.tsx	aa3a2339987d213456cb564571fd38d6d2703865f769d3453dfc2ec9e2a5784b	46	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/insurance/page.tsx	e6db9e732ddfab6dabf12e1e5b5dcef00bd9252fb9d5b9ae1757ab310ddc7ab6	40	NONE	6,7,10	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/lab/LabRegistration.tsx	57b60ff59e885e842e71cb7de47bb6d50412c24da23c3510ed03d8e92461b4bb	1859	312,319,369,384,394,413,550,619,650,686,701,711,736,766,857,870,917,924,939,970,1014,1065,1085,1102,1117,1212,1241,1281,1283,1358,1375,1424,1448,1482,1507,1522,1549,1748,1791,1794	177,219,238,246,253,274,293,303,319,372,404,438,455,483,489,500,518,525,533,550,577,645,1076,1187,1340,1467,1566,1577,1581,1585,1589,1593,1603,1609,1692,1834,1838	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/lab/LabDashboard.tsx	5598067bbd62c85020ff35de7804fefb6d444f48cc6fa01bb60da0809ca9f55f	1612	79,82,85,88,99,153,161,173,174,181,186,190,192,310,496,498,500,513,515,517,523,529,535,552,561,569,577,579,592,642,648,653,691,692,693,694,807,816,818,819	53,96,97,99,102,104,106,113,116,119,173,179,184,232,307,344,354,364,367,373,383,388,397,398,401,410,415,425,430,440,445,451,458,460,461,462,470,476,489,493	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/lab/LabQcActions.tsx	3afeb4a1d19d5cd5b7b75fbb2c502a1872e9d0f7f3d2693c9cce6be86a1285f7	159	54,60,65,75,82,94,100,121,123,143,145	31,53,59,74,80,83,99,120,121,142	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/auth/PendingDashboard.tsx	f78bd95065bf73eb8fce5c64bfb4dd0bf2bbdad78ca8cbff1b2710b8900ee244	138	91,101,131,132	19,37,51,91,101	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/auth/AuthScreens.tsx	49231fcedae9b21cc156d69dd9e881c5191fdf5467350d2917dcbfddc908cefb	907	152,202,247,261,276,323,331,439,475,490,494,503,526,527,532,555,558,562,609,631,653,693,718,757,878,880	102,108,109,362,407,428,462,468,490,545,590,715,718,725,748,757	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityAnnouncementsScreen.tsx	8b6f09493f5b9b155c2dfb28a03ab3731a6a53722d05a93b6a026fd71fc8f5ae	99	68	16,37,68,75	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityRegistration.tsx	af9cef5840c337b0f249438899b1347fbdc887ce35338c0e9135a06a44f6c4bb	1177	174,197,204,220,235,245,262,284,296,304,380,389,407,492,511,519,529,589,653,714,775,800,812,820,980,994,1008,1033,1103,1145,1148,1155	67,75,102,147,162,164,181,182,184,185,186,188,190,223,255,327,367,369,385,440,441,442,443,606,834,886,899,912,928,930,1051,1071,1073,1078,1082,1173	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityLeaveRequestsScreen.tsx	0185d7bf6ae37fe566b60774b50e32c80d8eaf82916dd61ce2836648ae7ee562	106	84,90	24,48	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityAuditLogScreen.tsx	f4835e692c52ca8903496085615b4aac82b89aea9666e04f1077edd8e1f15c53	60	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityResourcesScreen.tsx	0b3239a7b6336724d9f1f9d5ecaa52d1984dc8dbe075797ad0df4f893a088bd2	151	76,93,104,110,138	22,42,52,63,110,114	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityUnifiedCalendarScreen.tsx	725394aa34f8fa086355cf44f4e2defb5d0f37e922683604241e3d4f1830eca7	59	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityPatientTrackerScreen.tsx	c4e2a3ed2e91ac53d2f88b142c4af55a8b1448b80818ff09bfe159377bd0eebb	80	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityInvitationScreen.tsx	1c4a76f9bf2eb576ab3af0de8b9f388dd24e22e43b4166418d0d9923a9ee86a7	148	86,141	16,23,36,62,63,64,142	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/DischargeSummaryScreen.tsx	d3b426c588120d3178ecd2c88320498b7511c923ac65a0a08c8d6a0e61ca899c	172	80,162	16,54,66	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityProfileConfigScreen.tsx	ca2f44fbe4b882edcb7065499fa321b9ec31b34e85e8549fadfc2a5de7662e73	121	99,117	21,35,53,61,117	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityInternalChatScreen.tsx	e24674b2fa1cd28bf10c828ac5c62ae7d17e8fad8cb416a5f4a0f49f3ebec6c5	127	88,106	59	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/facility/FacilityDashboard.tsx	2393908aee819d18dd0c62a0b1a6adf5f34383c4a966e6a143aa734ca71a12fb	2473	87,90,99,183,191,202,226,227,228,231,234,236,304,307,319,427,598,604,620,644,680,684,691,827,843,886,920,1031,1060,1090,1099,1242,1278,1300,1302,1316,1325,1353,1371,1493	14,98,99,101,104,132,226,538,542,546,566,584,619,655,656,738,743,781,920,1064,1122,1137,1161,1170,1182,1202,1316,1325,1447,1455,1458,1538,1593,1921,1971,2054,2095,2177,2190,2304	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/ambulance/AmbulanceRegistration.tsx	0f6ec165362c07179af6a911b96e871c5b9e076fb8c4244c14fa920ff3620870	258	113,120,154,186,254	61,102,103,105,106,120,144,151,152,176,178,195,233,243,244,254	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/ambulance/AmbulanceDashboard.tsx	f678b853dbacc4d9173ebebaf2b70439ef26e6d89aab136e736f93bc7b7ade4e	462	90,137,144,149,232,237,243,289,337,354,420,430	36,70,113,114,136,258,261,268,289,306,313,324,354,367,381,382	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/RegistrationSuccess.tsx	0027df5ba2cc3849acdce143e6eba90fc16f12ba68bcc1c557da23f3a965ad7b	182	103,129,151,165	15,22,29,35,45,48,58,71,72,104,106,130,132	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/LiveKitRoomProvider.tsx	3a63053a168797a4f4f2ad3c6ca676ba9d8187ce651a1ca978dd46bafa7f26b6	80	31	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/RealScreens.tsx	9b925666429223807ecd50bf6f36597016939cb7176b432fb43a15b617fcb431	411	73,74,78,217,274,396	33,108,155,165,179,217,237,245,298,335,336,368,379,396	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/InsuranceRequestsScreen.tsx	ac809655973b76f48db7f6da1f69cf896860e4f545470e55dcb62f1ac86aae98	285	177,207,267,274	6,7,34,49,53,76,83,90,96,118,135,269	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/BlueprintScreens.tsx	f0684e7e1e24dccb0991c144e48c203843fd5d98eea514db6f2097838a5b8875	1409	75,77,108,162,205,211,289,293,339,533,537,642,646,654,685,850,867,887,923,1030,1041,1066,1067,1068,1148,1169,1267,1269,1286,1391,1394	54,62,82,83,126,146,162,227,245,246,262,289,504,589,613,685,698,735,745,788,807,815,827,832,841,867,923,940,993,1041,1120,1133,1192,1199,1217,1325,1355,1372	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/VideoCallRoom.tsx	4b8518590d971c3fb3a18a77fa5de23d12084d55e7f8edd97d235b5a6a4e6ad6	253	187,189,224,228,232	10,16,60,74,137,178,183	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/ProviderHome.tsx	c67cf757045bf0320048a20b4ddb3a758df9ae368c4feb986fd28b6e2d3beeb8	89	35,37,66	11,48	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/RealScreensExtended.tsx	05a03ac4b21bbdc1a080d97e392581ceca97e68968fd3df76f415e16605fb408	508	25,146,251,366	35,61,65,66,91,93,94,97,98,106,116,160,171,172,182,222,224,235,251,261,284,339,352,366,376,398,444,466	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/SharedScreens.tsx	38b739bf782fbcd618ddb2d9b7fdf4be627b420eba1b3ec2eff9658cf0024183	3098	92,109,182,193,196,233,243,246,263,307,310,319,331,385,408,425,488,497,540,542,588,632,742,745,823,860,861,952,953,959,1092,1158,1204,1436,1490,1508,1529,1541,1548,1577	56,72,101,140,279,281,283,360,365,373,424,434,512,730,895,972,1035,1051,1183,1203,1253,1287,1294,1390,1421,1434,1440,1447,1617,1634,1635,1636,1675,1676,1685,1687,1735,1856,1914,1920	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/PharmacyChatResponder.tsx	d7cd494ff03b93f67db0a310c09c508a074e899ebd6ee56ab670530ff8d98777	103	55,72,83	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/shared/FleetScreen.tsx	312f31308df6804fe7ab90af6ff91c383cd23d9e848d9ba79f28872df3e490b8	202	63,91,104,136,196,197	28,51,60,69,100,101,103,107,177,188,196	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/nursing/NursingDashboard.tsx	0a11beb69e3d47f5cecf65095aabd329d5c66315ba66f865cfb22c997e72194d	1722	118,126,141,151,177,187,190,193,195,197,205,279,295,328,341,342,375,378,387,402,489,490,493,494,495,496,497,499,533,545,660,663,667,753,804,913,918,926,1010,1060	95,148,158,176,177,178,181,206,293,294,295,298,300,301,306,310,313,315,326,327,328,330,332,333,337,341,342,386,387,389,392,419,424,429,435,440,450,452,453,454	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/nursing/NursingFieldOps.tsx	54e0b309678416542033816ef0a2b427bf23d96b30eeec2b13d03069c92d931a	318	136,143,150,158,167,230,239,266,281,290	9,15,19,20,67,75,83,91,136,143,149,158,166,238,265,276	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/nursing/NursingRegistration.tsx	ad140044fe6dcd23996b0657d22202fa5cf86129d99499e9f61adb419f4f7538	1042	181,210,232,239,265,280,290,371,372,376,377,381,386,388,422,423,435,447,470,490,541,555,570,580,587,604,657,670,703,733,747,762,787,969,1011,1014,1025	146,197,220,221,222,223,225,239,268,300,306,332,354,360,365,381,413,508,547,644,726,796,803,807,811,817,821,831,837,909,950,1025,1029	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/doctor/DoctorOpsScreens.tsx	c3ef6c3722aa3d589011fef38a717a6fdc2d0d31edf5d3376811479588e76ca1	335	81,92,108,175,190,247,321	25,48,56,60,65,92,95,96,108,127,141,153,161,175,178,179,209,225,233,247,250,251,277,292,306,307	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/doctor/DoctorDashboard.tsx	2ed3b2b33a3cde7d365561778436b84abe237a5daccf5ca1a0c59335815944b0	4323	70,73,74,76,77,80,83,91,92,104,107,110,113,119,120,263,281,316,319,321,323,339,349,357,365,411,419,477,486,504,524,607,690,700,706,737,795,810,812,813	142,197,206,213,215,230,239,244,248,255,278,297,298,299,320,396,573,631,660,845,863,939,963,1045,1061,1108,1322,1345,1435,1447,1466,1914,1953,2036,2117,2244,2319,2328,2333,2346	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/doctor/DoctorRegistration.tsx	27a7093e1b6ecc2ee04a9acdcd0c83bd7b24c031707b54f3531c3465874bfce3	1130	192,193,202,218,233,243,260,299,319,325,338,370,382,390,480,495,506,512,534,571,621,624,636,685,697,773,787,818,824,832,1036,1093,1105,1108,1114	151,184,185,187,188,196,198,202,221,253,267,282,299,407,412,416,834,838,858,981,989,995,1114,1126	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/doctor/FacilityInvitationsScreen.tsx	836bb3256eb15cf102cda6643b563f654673546d550d211d3b05a8d2f4fea183	134	123,124	13,30,69,84	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/doctor/components/DoctorUrgentRequests.tsx	b76547430d1b27230e84b9e0730154742179ba2a4f7e7ec9a4c46cf4c9cd09b4	109	55,62	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/doctor/components/DoctorHeader.tsx	2540d7329cc4614d440f93f3af1052a9e1cdaa80152bd3c34b51570aba7c04fa	80	37	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/doctor/components/DoctorStatsRow.tsx	9339a2b5a24a0186f4de4ce352b3dea1db289b96a127e8fc0d1981bcb5427df2	62	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/doctor/components/DoctorQueueList.tsx	8806a3bcf936200d982823411a0a9d7154e217b0d537c5ad44701f0a451ecd63	107	52	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/radiology/RadiologyRegistration.tsx	c4dbe730524ee2230ccc49df48e6a5887af0a1e26fb1e99d38bd64e4a56fbdcb	1859	312,319,369,384,394,413,550,619,650,686,701,711,736,766,857,870,917,924,939,970,1014,1065,1085,1102,1117,1212,1241,1281,1283,1358,1375,1424,1448,1482,1507,1522,1549,1748,1791,1794	177,219,238,246,253,274,293,303,319,372,404,438,455,483,489,500,518,525,533,550,577,645,1076,1187,1340,1467,1566,1577,1581,1585,1589,1593,1603,1609,1692,1834,1838	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/radiology/RadiologyDashboard.tsx	0d3e8c647db4a8c184f467fbf23ea24b23ab292e05bc4e04cc1dd1fb140de85f	564	58,66,72,75,100,113,142,155,163,270,271,272,274,275,277,278,281,282,284,285,286,295,302,307,314,319,384,392,398,399,452,468,479,489,490,521,539,554,558,560	72,73,86,99,108,109,110,111,113,117,125,138,140,145,150,158,159,160,161,163,165,169,170,181,184,185,194,198,205,206,213,224,231,270,272,275,277,284,285,286	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/pharmacy/PharmacyDashboard.tsx	f0cbf70dac1ee4183f84080b039f783c553ad5a0fdee2811dac3e459750d6130	1756	109,117,125,141,142,148,151,154,322,323,335,440,490,596,597,612,615,618,626,637,640,641,655,687,689,690,697,840,889,1062,1078,1103,1133,1139,1263,1271,1299,1309,1328,1334	7,144,225,227,228,231,268,376,378,388,394,401,404,405,406,410,417,419,423,430,437,440,447,448,450,452,460,490,512,543,553,561,567,587,743,759,797,803,889,922	Candidate only; requires human route/screen/action confirmation. No parity claim.
provider	SCREEN_OR_ROUTE_CANDIDATE	src/screens/pharmacy/PharmacyRegistration.tsx	0b55cd3ab0e2f82aeaea23ebbb1a7a6d5b0c5eebbcb8b53bb12201da9056c744	955	181,208,215,242,257,267,286,331,356,378,381,390,405,415,447,483,497,533,545,574,583,584,587,655,669,684,709,898,916,919,930	144,189,193,196,197,198,199,201,215,224,245,277,308,317,318,319,320,331,366,621,648,719,799,807,811,815,819,829,835,930,934	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/_app.tsx	e9316262889ee0600d8250142ddc85e732b9eece2838fe0ec2f96c0a9c7dc898	18	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/_document.tsx	db90f87ec2f43038e7af699dede542f0773cca6ce2948beeb7f37913cea0733c	14	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/login.tsx	0cccf5e30392476ee3dad530e33c09de9a8669b85ea0ac8f1c4ee59c5b51b314	380	31,62,84,103,122,152,238,268,309,322,336,368	11,23,24,181,187,226,230,234,258,262,265,298,303,306,322,326,330,358,362,365	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/index.tsx	a24fce8b0c6c18e0d972543471c831370ed44dfa9423b0ec92855b66644a06c5	94	38,52,53,70	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/s/[type]/[slug].tsx	3fedad17614dff0007a5d63f21dcd29332e84c4b8d090f9f31e5a30a0772c698	257	51,66,87,88,93,95,233,246	163	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/home-care-services/index.tsx	865dc45188dc5f37c37f87f11ec74e0250f3904b0e56c1a4834dfb90e25bd2b8	24	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/api/hello.ts	546a4296c534a6f7a6f63ee24ad8216f39a7344d7b6e5fc39a23110dc7be4351	14	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/doctors/index.tsx	352cfe73536b7bb23b6f9865492db5a5cb453eb0196fac89af1f9f9badc3f17c	24	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/lab-services/index.tsx	02cf719a0fcabdd74d814dad7a1c389e7139552f00644af2b2449b147be87d8c	24	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/articles/index.tsx	8084a7f592a661b43e01848bbd48dc52b33c7345dab6933071e30df3f3fb5de8	24	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/fraud-monitoring.tsx	dd893f8f910cae17f8f9e877e4b4f8057675d8fbfd03ce152a5a88ebeccf1c70	145	NONE	47,48	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/users-management.tsx	aaf12290cc7a8235122f50853963ea2c17908ef73c4eee3e2986cb4427b7d89c	475	275,282,290,298,330,331,344,454,456,458	36,232	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/medicines-catalog.tsx	442e55a22862bbf77777874d2ddd1c8fc7040502d15ad3be25f8f17b5a80e7ad	513	233,251,283,318,321,355,362,364,366,379,380,392,459,460	65,66,241,326,397,472	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/audit-logs.tsx	2244739d97bca0472269257229a840a39d02a0d0c63ef50868c8b50d1ffe1558	107	27,54	16,35,61	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/financial-ledger.tsx	df6e0383dfccdac183f155e196d5c53b32dcf733c4fc114067451c5db1f170d6	342	164,167,253,289	85,86,122,123,124,126,130,131,136,138,142,144,276,277,280,283,284,285,288,289,306,314,316	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/support-tickets.tsx	dc68a820ac9f7195fcb92b07f85ceecf0d477772ef1491227cd3739a80236236	147	65,72,105,108,110,134	21,22,75,77,78	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/rbac.tsx	1ce439fc9d76aad7d793c5a13302b8516a23aab14056b5dec75ab69df208d11f	138	84,86,91,93	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/config-portal.tsx	7e78317313220c6bab5bb56754c9adf1f80fafb43780e2efc358078c4a583fb8	220	114,120,160,195,206	30,31,58,59,93,94	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/ai-control.tsx	805cde84ec9cd497069d7f0adac44c29644714bb27d572dcd5d0053936f51459	149	53,95	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/payouts.tsx	23de0779928df008521f29ae1e70c42b2be4670ebd59d515ea551cd8fc865b91	165	76,86,125,131,149,150	25,26,81,83,85	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/health-dashboard.tsx	5e054e55894f3f0ebbeb7a96ddd704d1cc55efab8fbddfcbf6c4505c06721cf1	125	NONE	6,20	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/security.tsx	0f76507f94d92a11947e367fe6430f0d25eda878903ddedc30aa914318d3272d	174	117,156	22,134	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/insurance-queue.tsx	81f96f5a0486ea4887476f1ad57b195d01670f63cbcb93f314f118597c0083ed	222	66,96,103,126,168,169,170,174,185,186,189,215	7,8,25,26,36,37,106,108,109	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/provider-audits.tsx	6ee1935bb2b7f82af362339c2c67e86cf9fb71801eee30106db7b3892f74ff6f	68	58,59	16	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/insurance-companies.tsx	8873703f8a59172e4143fb0137dabc030a714bc0b882a1e1790f517d1199d023	279	160,183,199,205,206,219,225,238,251,263	12,13,14,15,19,20,46,61,80,98,118,141,167,189	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/sos-monitor.tsx	0e80d8bf719034cb600ed38ac5f8e2020d8123950a5522a98ae83c4b4241967c	189	90,98,138,156,169,170,174	32,33,93,95,97	Candidate only; requires human route/screen/action confirmation. No parity claim.
