surface	file	line	kind	target_or_expression	source
mobile	app/pharmacy/cart.tsx	91	button/onPress		<TouchableOpacity onPress={() => { showLocalizedAlert('تفريغ السلة', 'هل تريد إزالة كل الأصناف؟', [{ text: 'إلغاء' }, { text: 'تفريغ', onPress: clearCart, style: 'destructive' }]); }} style={[styles.iconBtn, { backgroundColor: colors.s } ]}>
mobile	app/pharmacy/cart.tsx	122	button/onPress		<TouchableOpacity style={[styles.qtyBtn, { backgroundColor: colors.bg, borderColor: colors.bd }]} onPress={() => updateQty(item.id, -1)}>
mobile	app/pharmacy/cart.tsx	126	button/onPress		<TouchableOpacity style={[styles.qtyBtn, { backgroundColor: '#23B5CE' }]} onPress={() => updateQty(item.id, 1)}>
mobile	app/pharmacy/cart.tsx	132	button/onPress		<TouchableOpacity onPress={() => removeItem(item.id)} style={styles.deleteBtn}>
mobile	app/pharmacy/cart.tsx	164	button/onPress		onPress={handleTakePrescriptionPhoto}
mobile	app/pharmacy/cart.tsx	171	button/onPress		onPress={handleUploadPrescription}
mobile	app/pharmacy/cart.tsx	178	button/onPress	'/(tabs	onPress={() => router.push('/(tabs)/consultations')}
mobile	app/pharmacy/cart.tsx	187	button/onPress		<TouchableOpacity onPress={() => setPrescriptionUrl(null)} style={[styles.rxActionBtn, { backgroundColor: '#FEEFED', borderWidth: 1, borderColor: '#F0695C' } ]}>
mobile	app/pharmacy/cart.tsx	198	button/onPress	'/pharmacy/manual-order'	onPress={() => router.push('/pharmacy/manual-order')}
mobile	app/pharmacy/cart.tsx	215	button/onPress		onPress={proceedToCheckout}
mobile	app/pharmacy/chat-with-pharmacist.tsx	53	api-call	`/orders/${orderId}`	apiFetch(`/orders/${orderId}`)
mobile	app/pharmacy/chat-with-pharmacist.tsx	60	api-call	`/chat/threads/booking`	const threadRes: any = await apiFetch(`/chat/threads/booking`, {
mobile	app/pharmacy/chat-with-pharmacist.tsx	68	api-call	`/chat/threads/${tid}/messages`	const data: any = await apiFetch(`/chat/threads/${tid}/messages`);
mobile	app/pharmacy/chat-with-pharmacist.tsx	124	api-call	`/chat/threads/${threadId}/messages`	apiFetch(`/chat/threads/${threadId}/messages`, {
mobile	app/pharmacy/chat-with-pharmacist.tsx	168	api-call	`/chat/threads/${threadId}/messages`	await apiFetch(`/chat/threads/${threadId}/messages`, {
mobile	app/pharmacy/chat-with-pharmacist.tsx	192	navigation	'/pharmacy/cart'	router.push('/pharmacy/cart');
mobile	app/pharmacy/chat-with-pharmacist.tsx	227	button/onPress		onPress={handleConfirmOrder}
mobile	app/pharmacy/chat-with-pharmacist.tsx	237	button/onPress		onPress={() => {
mobile	app/pharmacy/chat-with-pharmacist.tsx	247	button/onPress		onPress={() => {
mobile	app/pharmacy/chat-with-pharmacist.tsx	257	button/onPress		onPress={() => {
mobile	app/pharmacy/chat-with-pharmacist.tsx	340	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/pharmacy/chat-with-pharmacist.tsx	375	button/onPress		onPress={() => router.back()}
mobile	app/pharmacy/chat-with-pharmacist.tsx	380	button/onPress		<TouchableOpacity onPress={sendMessage} style={[styles.sendBtn, { backgroundColor: colors.primary } ]}>
mobile	app/pharmacy/chat-with-pharmacist.tsx	388	form/onSubmit		onSubmitEditing={sendMessage}
mobile	app/pharmacy/chat-with-pharmacist.tsx	396	button/onPress		<TouchableOpacity onPress={() => sendAttachment('camera')} disabled={attaching}>
mobile	app/pharmacy/chat-with-pharmacist.tsx	399	button/onPress		<TouchableOpacity onPress={() => sendAttachment('library')} disabled={attaching}>
mobile	app/pharmacy/checkout.tsx	50	api-call	'/users/me/profile'	const profile = await apiFetch('/users/me/profile');
mobile	app/pharmacy/checkout.tsx	67	api-call	'/wallet/balance'	apiFetch('/wallet/balance').then((r: any) => setWalletBalance(Number(r?.balance || 0))).catch(() => {});
mobile	app/pharmacy/checkout.tsx	75	api-call	'/finance-engine/loyalty/redeem-quote'	apiFetch('/finance-engine/loyalty/redeem-quote', {
mobile	app/pharmacy/checkout.tsx	86	api-call	'/finance-engine/coupons/validate'	const res = await apiFetch('/finance-engine/coupons/validate', {
mobile	app/pharmacy/checkout.tsx	107	navigation	'/profile/insurance'	router.push('/profile/insurance');
mobile	app/pharmacy/checkout.tsx	117	navigation	'/shared/location-picker'	router.push('/shared/location-picker');
mobile	app/pharmacy/checkout.tsx	162	api-call	'/orders/create'	const res = await apiFetch('/orders/create', { method: 'POST', body: JSON.stringify(payload) });
mobile	app/pharmacy/checkout.tsx	172	navigation	{ pathname: '/pharmacy/order-tracking', params: { orderId } }	router.replace({ pathname: '/pharmacy/order-tracking', params: { orderId } });
mobile	app/pharmacy/checkout.tsx	176	navigation	{ pathname: '/pharmacy/waiting-for-pharmacy', params: { orderId } }	router.push({ pathname: '/pharmacy/waiting-for-pharmacy', params: { orderId } });
mobile	app/pharmacy/checkout.tsx	189	button/onPress		<TouchableOpacity onPress={() => router.back()} style={[styles.iconBtn, { backgroundColor: colors.s } ]}>
mobile	app/pharmacy/checkout.tsx	215	button/onPress		onPress={() => !opt.disabled && setDeliveryMode(opt.id)}
mobile	app/pharmacy/checkout.tsx	241	button/onPress		<TouchableOpacity onPress={handleChangeAddress}>
mobile	app/pharmacy/checkout.tsx	260	button/onPress		onPress={handleApplyCoupon}
mobile	app/pharmacy/checkout.tsx	283	button/onPress		onPress={() => setUsePoints(!usePoints)}
mobile	app/pharmacy/checkout.tsx	317	button/onPress		onPress={() => handlePaymentSelect(opt.id as any)}
mobile	app/pharmacy/checkout.tsx	385	button/onPress		onPress={handleConfirmOrder}
mobile	app/pharmacy/custom-item.tsx	55	api-call	'/media/upload'	const res = await apiFetch('/media/upload', { method: 'POST', body: form });
mobile	app/pharmacy/custom-item.tsx	79	api-call	'/support/requests'	await apiFetch('/support/requests', {
mobile	app/pharmacy/custom-item.tsx	116	button/onPress	"""/(tabs"	"onPress={() => router.replace(""/(tabs)/pharmacy"")}"
mobile	app/pharmacy/custom-item.tsx	146	button/onPress		<TouchableOpacity onPress={() => router.back()}>
mobile	app/pharmacy/custom-item.tsx	277	button/onPress		onPress={pickPrescription}
mobile	app/pharmacy/custom-item.tsx	307	button/onPress		onPress={handleSubmit}
mobile	app/pharmacy/drug-not-found.tsx	32	api-call	`/patient/pharmacy/shortage-flags/lookup?generic_name=${encodeURIComponent(name	const res: any = await apiFetch(`/patient/pharmacy/shortage-flags/lookup?generic_name=${encodeURIComponent(name)}`);
mobile	app/pharmacy/drug-not-found.tsx	62	button/onPress	'/(tabs	"<Button label=""العودة للصيدلية"" variant=""gradient"" icon=""medication"" onPress={() => router.replace('/(tabs)/pharmacy')} style={{ marginTop: 16, width: '80%' }} />"
mobile	app/pharmacy/drug-not-found.tsx	63	button/onPress		"<Button label=""إضافة دواء آخر"" variant=""outline"" icon=""add"" onPress={() => { setSent(false); setName(''); setDose(''); setHasImage(false); }} style={{ width: '80%' }} />"
mobile	app/pharmacy/drug-not-found.tsx	74	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/pharmacy/drug-not-found.tsx	106	button/onPress		<TouchableOpacity activeOpacity={0.9} onPress={pickImage} style={[st.uploadArea, { borderColor: colors.primary, backgroundColor: colors.primarySurface } ]}>
mobile	app/pharmacy/drug-not-found.tsx	115	button/onPress		<TouchableOpacity onPress={() => setHasImage(false)}>
mobile	app/pharmacy/drug-not-found.tsx	142	button/onPress		"<Button label=""إرسال للصيدلية"" variant=""gradient"" size=""lg"" icon=""send"" loading={sending} disabled={!name.trim()} onPress={handleSubmit} />"
mobile	app/pharmacy/filters.tsx	64	api-call	'/medicines/filters'	const data = await apiFetch('/medicines/filters');
mobile	app/pharmacy/filters.tsx	109	navigation	{	router.replace({
mobile	app/pharmacy/filters.tsx	146	button/onPress		onPress={() => router.back()}
mobile	app/pharmacy/filters.tsx	160	button/onPress		<TouchableOpacity onPress={handleReset}>
mobile	app/pharmacy/filters.tsx	178	button/onPress		onPress={() => setActiveSort(opt.id)}
mobile	app/pharmacy/filters.tsx	201	button/onPress		onPress={() => setActiveCat(cat.id)}
mobile	app/pharmacy/filters.tsx	217	button/onPress		onPress={() => setRxOnly(!rxOnly)}
mobile	app/pharmacy/filters.tsx	278	button/onPress		onPress={() => toggleArr(activeForm, setActiveForm, f.id)}
mobile	app/pharmacy/filters.tsx	310	button/onPress		onPress={() => toggleArr(activeBrand, setActiveBrand, b)}
mobile	app/pharmacy/filters.tsx	326	button/onPress		<TouchableOpacity onPress={handleApply} activeOpacity={0.88} style={{ borderRadius: 20, overflow: 'hidden' }}>
mobile	app/pharmacy/manual-order.tsx	47	navigation	'/pharmacy/cart'	router.push('/pharmacy/cart');
mobile	app/pharmacy/manual-order.tsx	56	button/onPress		<TouchableOpacity onPress={() => router.back()} style={[styles.iconBtn, { backgroundColor: colors.s } ]}>
mobile	app/pharmacy/manual-order.tsx	100	button/onPress		<TouchableOpacity style={[styles.removeBtn, { backgroundColor: '#F0695C' }]} onPress={() => setPhoto(null)}>
mobile	app/pharmacy/manual-order.tsx	105	button/onPress		<TouchableOpacity style={[styles.uploadBox, { backgroundColor: colors.s, borderColor: '#23B5CE' }]} onPress={pickImage}>
mobile	app/pharmacy/manual-order.tsx	116	button/onPress		onPress={handleAddToCart}
mobile	app/pharmacy/medicine-compare.tsx	37	api-call	'/medicines/compare'	const data = await apiFetch('/medicines/compare', 'POST', { ids });
mobile	app/pharmacy/medicine-compare.tsx	59	button/onPress		<TouchableOpacity onPress={() => router.back()}>
mobile	app/pharmacy/medicine-compare.tsx	113	button/onPress		onPress={() => { /* Requires backend API integration */ }}>
mobile	app/pharmacy/order-confirm.tsx	38	api-call	`/orders/${orderId}`	const data = await apiFetch(`/orders/${orderId}`);
mobile	app/pharmacy/order-confirm.tsx	54	api-call	`/orders/${orderId}/approve-basket`	await apiFetch(`/orders/${orderId}/approve-basket`, { method: 'POST' });
mobile	app/pharmacy/order-confirm.tsx	55	navigation	{ pathname: '/pharmacy/payment', params: { orderId, total: order?.total || 0 } }	router.push({ pathname: '/pharmacy/payment', params: { orderId, total: order?.total || 0 } });
mobile	app/pharmacy/order-confirm.tsx	65	api-call	`/orders/${orderId}/reject-basket`	await apiFetch(`/orders/${orderId}/reject-basket`, { method: 'POST', body: JSON.stringify({ reason: 'patient-rejected-price' }) });
mobile	app/pharmacy/order-confirm.tsx	66	navigation	{ pathname: '/pharmacy/waiting-for-pharmacy', params: { orderId } }	router.replace({ pathname: '/pharmacy/waiting-for-pharmacy', params: { orderId } });
mobile	app/pharmacy/order-confirm.tsx	87	button/onPress		<TouchableOpacity onPress={() => router.back()} style={{ backgroundColor: '#23B5CE', paddingHorizontal: 32, paddingVertical: 12, borderRadius: 12 }}>
mobile	app/pharmacy/order-confirm.tsx	178	button/onPress		onPress={handleApprove}
mobile	app/pharmacy/order-confirm.tsx	192	button/onPress		onPress={handleReject}
mobile	app/pharmacy/order-history.tsx	52	api-call	"""/orders/mine"""	"const res = await apiFetch(""/orders/mine"");"
mobile	app/pharmacy/order-history.tsx	108	navigation	"""/pharmacy/cart"""	"router.push(""/pharmacy/cart"");"
mobile	app/pharmacy/order-history.tsx	126	button/onPress		<TouchableOpacity onPress={() => router.back()} style={styles.backBtn}>
mobile	app/pharmacy/order-history.tsx	152	button/onPress		onPress={() => setActiveFilter(f.id)}
mobile	app/pharmacy/order-history.tsx	196	button/onPress		onPress={() =>
mobile	app/pharmacy/order-history.tsx	197	navigation	{	router.push({
mobile	app/pharmacy/order-history.tsx	263	button/onPress		onPress={() => handleReorder(item.items)}
mobile	app/pharmacy/order-tracking.tsx	71	api-call	`/orders/${orderIdStr}/tracking`	const data = await apiFetch(`/orders/${orderIdStr}/tracking`);
mobile	app/pharmacy/order-tracking.tsx	82	api-call		fetch();
mobile	app/pharmacy/order-tracking.tsx	100	button/onPress	'/(tabs	onPress={() => router.replace('/(tabs)/pharmacy')}
mobile	app/pharmacy/order-tracking.tsx	126	button/onPress	'/pharmacy/chat-with-pharmacist'	onPress={() => router.push('/pharmacy/chat-with-pharmacist')}
mobile	app/pharmacy/order-tracking.tsx	206	button/onPress	{ pathname: '/reviews', params: { booking_kind: 'pharmacy', booking_id: orderIdStr, providerName: orderData?.pharmacy_name || '' } }	onPress={() => router.push({ pathname: '/reviews', params: { booking_kind: 'pharmacy', booking_id: orderIdStr, providerName: orderData?.pharmacy_name || '' } })}
mobile	app/pharmacy/order-tracking.tsx	246	button/onPress		<TouchableOpacity onPress={retry} style={{ backgroundColor: '#23B5CE', paddingHorizontal: 20, paddingVertical: 10, borderRadius: 12 }}>
mobile	app/pharmacy/payment.tsx	41	api-call	`/orders/${orderId}`	const data = await apiFetch(`/orders/${orderId}`);
mobile	app/pharmacy/payment.tsx	69	navigation	{ pathname: '/pharmacy/order-tracking', params: { orderId } }	router.replace({ pathname: '/pharmacy/order-tracking', params: { orderId } });
mobile	app/pharmacy/payment.tsx	74	navigation	{ pathname: '/pharmacy/order-tracking', params: { orderId } }	router.replace({ pathname: '/pharmacy/order-tracking', params: { orderId } });
mobile	app/pharmacy/payment.tsx	80	navigation	{ pathname: '/pharmacy/order-tracking', params: { orderId } }	router.replace({ pathname: '/pharmacy/order-tracking', params: { orderId } });
mobile	app/pharmacy/payment.tsx	87	navigation	{	router.push({
mobile	app/pharmacy/payment.tsx	120	button/onPress		<TouchableOpacity onPress={() => { setLoading(true); loadOrder(); }} style={{ backgroundColor: '#23B5CE', paddingHorizontal: 32, paddingVertical: 12, borderRadius: 12, marginBottom: 12 }}>
mobile	app/pharmacy/payment.tsx	123	button/onPress		<TouchableOpacity onPress={() => router.back()}>
mobile	app/pharmacy/payment.tsx	135	button/onPress		<TouchableOpacity onPress={() => router.back()} style={[styles.iconBtn, { backgroundColor: colors.s } ]}>
mobile	app/pharmacy/payment.tsx	226	button/onPress		onPress={handlePay}
mobile	app/pharmacy/pharmacist-chat.tsx	122	button/onPress	"""/pharmacy/cart"""	"onPress={() => router.replace(""/pharmacy/cart"")}"
mobile	app/pharmacy/pharmacist-chat.tsx	240	button/onPress		onPress={() =>
mobile	app/pharmacy/pharmacist-chat.tsx	242	navigation	"{ pathname: ""/pharmacy/payment"", params: { orderId: activeOrderId } }"	"? router.push({ pathname: ""/pharmacy/payment"", params: { orderId: activeOrderId } })"
mobile	app/pharmacy/pharmacist-chat.tsx	243	navigation	"""/pharmacy/order-history"""	": router.push(""/pharmacy/order-history"")"
mobile	app/pharmacy/pharmacist-chat.tsx	353	form/onSubmit		onSubmitEditing={send}
mobile	app/pharmacy/pharmacist-chat.tsx	360	button/onPress		onPress={send}
mobile	app/pharmacy/product-detail.tsx	33	button/onPress		<TouchableOpacity style={[styles.accHeader, { flexDirection: isRTL ? 'row-reverse' : 'row' }]} onPress={() => setOpen(!open)} activeOpacity={0.7}>
mobile	app/pharmacy/product-detail.tsx	85	navigation	{ pathname: '/pharmacy/product-detail', params: { id: next } }	if (i >= 0 && next) router.push({ pathname: '/pharmacy/product-detail', params: { id: next } });
mobile	app/pharmacy/product-detail.tsx	123	api-call	`/medicines/${id}/details?lang=${currentDbLang(	const data = await apiFetch(`/medicines/${id}/details?lang=${currentDbLang()}`);
mobile	app/pharmacy/product-detail.tsx	162	api-call	`/medicines/${id}/suggest-change`	await apiFetch(`/medicines/${id}/suggest-change`, {
mobile	app/pharmacy/product-detail.tsx	231	screen-registration		<Stack.Screen options={{ title: seoTitle, headerShown: false }} />
mobile	app/pharmacy/product-detail.tsx	235	button/onPress		<TouchableOpacity style={styles.iconBtn} onPress={() => router.back()}>
mobile	app/pharmacy/product-detail.tsx	238	button/onPress	'/pharmacy/cart'	<TouchableOpacity style={styles.iconBtn} onPress={() => router.push('/pharmacy/cart')}>
mobile	app/pharmacy/product-detail.tsx	257	button/onPress		<TouchableOpacity key={i} activeOpacity={0.9} onPress={() => { setActiveImage(i); setIsZoomVisible(true); }}>
mobile	app/pharmacy/product-detail.tsx	364	button/onPress	{ pathname: '/pharmacy/product-detail', params: { id: alt.id } }	<TouchableOpacity key={alt.id} style={[styles.altCard, { backgroundColor: colors.s, borderColor: colors.bd }]} onPress={() => router.push({ pathname: '/pharmacy/product-detail', params: { id: alt.id } })}>
mobile	app/pharmacy/product-detail.tsx	386	button/onPress	{ pathname: '/pharmacy/product-detail', params: { id: alt.id } }	<TouchableOpacity key={alt.id} style={[styles.altCard, { backgroundColor: colors.s, borderColor: colors.bd }]} onPress={() => router.push({ pathname: '/pharmacy/product-detail', params: { id: alt.id } })}>
mobile	app/pharmacy/product-detail.tsx	421	button/onPress		onPress={() => setSuggestVisible(true)}
mobile	app/pharmacy/product-detail.tsx	434	button/onPress		<TouchableOpacity key={tp.k} onPress={() => setSuggestType(tp.k)} style={{ flexDirection: isRTL ? 'row-reverse' : 'row', alignItems: 'center', paddingVertical: 8 }}>
mobile	app/pharmacy/product-detail.tsx	443	button/onPress		<TouchableOpacity key={f.k} onPress={() => setSuggestField(f.k)} style={{ paddingHorizontal: 10, paddingVertical: 6, borderRadius: 16, margin: 3, borderWidth: 1, borderColor: suggestField === f.k ? '#23B5CE' : colors.bd, backgroundColor: suggestField === f.k ? '#23B5CE22' : colors.s }}>
mobile	app/pharmacy/product-detail.tsx	453	button/onPress		<TouchableOpacity onPress={submitSuggestion} disabled={suggestSending} style={{ flex: 1, backgroundColor: '#23B5CE', borderRadius: 12, paddingVertical: 12, alignItems: 'center', opacity: suggestSending ? 0.6 : 1 }}>
mobile	app/pharmacy/product-detail.tsx	456	button/onPress		<TouchableOpacity onPress={() => setSuggestVisible(false)} style={{ paddingVertical: 12, paddingHorizontal: 18, borderRadius: 12, borderWidth: 1, borderColor: colors.bd }}>
mobile	app/pharmacy/product-detail.tsx	468	button/onPress		<TouchableOpacity onPress={() => updateQty(med.id, 1)} style={[styles.qtyBtnFull, { backgroundColor: colors.s }]}>
mobile	app/pharmacy/product-detail.tsx	472	button/onPress		<TouchableOpacity onPress={() => updateQty(med.id, -1)} style={[styles.qtyBtnFull, { backgroundColor: colors.s }]}>
mobile	app/pharmacy/product-detail.tsx	478	button/onPress		<TouchableOpacity style={[styles.addCartBtn, { backgroundColor: '#23B5CE' }]} onPress={handleAdd} activeOpacity={0.85}>
mobile	app/pharmacy/product-detail.tsx	489	button/onPress		<TouchableOpacity style={{ position: 'absolute', top: Math.max(insets.top, 20), right: 20, zIndex: 10, padding: 8, backgroundColor: 'rgba(255,255,255,0.2)', borderRadius: 20 }} onPress={() => setIsZoomVisible(false)}>
mobile	app/pharmacy/product-detail.tsx	501	button/onPress		<TouchableOpacity disabled={activeImage === 0} onPress={() => setActiveImage(i => Math.max(0, i - 1))} style={[styles.zoomNav, { opacity: activeImage === 0 ? 0.3 : 1 }]}>
mobile	app/pharmacy/product-detail.tsx	505	button/onPress		<TouchableOpacity disabled={activeImage === images.length - 1} onPress={() => setActiveImage(i => Math.min(images.length - 1, i + 1))} style={[styles.zoomNav, { opacity: activeImage === images.length - 1 ? 0.3 : 1 }]}>
mobile	app/pharmacy/reorder.tsx	26	api-call	`/orders/${orderId}`	const order = await apiFetch(`/orders/${orderId}`);
mobile	app/pharmacy/reorder.tsx	58	api-call	`/orders/${orderId}/reorder`	created = await apiFetch(`/orders/${orderId}/reorder`, { method: 'POST' });
mobile	app/pharmacy/reorder.tsx	60	api-call	`/orders/${orderId}/reorder-partial`	created = await apiFetch(`/orders/${orderId}/reorder-partial`, {
mobile	app/pharmacy/reorder.tsx	67	navigation	{ pathname: '/pharmacy/waiting-for-pharmacy', params: { orderId: nextOrderId } }	router.replace({ pathname: '/pharmacy/waiting-for-pharmacy', params: { orderId: nextOrderId } });
mobile	app/pharmacy/reorder.tsx	81	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/pharmacy/reorder.tsx	88	button/onPress		<TouchableOpacity onPress={allSelected ? deselectAll : selectAll}>
mobile	app/pharmacy/reorder.tsx	97	button/onPress		<TouchableOpacity onPress={() => toggle(item.id)} style={[st.checkbox, { borderColor: item.selected ? colors.primary : colors.border, backgroundColor: item.selected ? colors.primary : 'transparent' } ]}>
mobile	app/pharmacy/reorder.tsx	113	button/onPress		<TouchableOpacity onPress={() => setQty(item.id, item.qty + 1)} style={[st.qtyBtn, { backgroundColor: colors.primary } ]}>
mobile	app/pharmacy/reorder.tsx	117	button/onPress		<TouchableOpacity onPress={() => setQty(item.id, item.qty - 1)} style={[st.qtyBtn, { backgroundColor: colors.surfaceSecondary } ]}>
mobile	app/pharmacy/reorder.tsx	127	button/onPress	'/(tabs	"<Button label=""إضافة أصناف جديدة"" variant=""outline"" icon=""add"" onPress={() => router.push('/(tabs)/pharmacy')} />"
mobile	app/pharmacy/reorder.tsx	144	button/onPress		"<Button label=""إرسال إعادة الطلب"" variant=""gradient"" size=""lg"" icon=""shopping_cart"" loading={loading} onPress={handleOrder} />"
mobile	app/pharmacy/rx-order.tsx	23	api-call	'/cart/prescription'	apiFetch('/cart/prescription')
mobile	app/pharmacy/rx-order.tsx	57	navigation	'/pharmacy/checkout'	router.replace('/pharmacy/checkout');
mobile	app/pharmacy/rx-order.tsx	71	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/pharmacy/rx-order.tsx	116	button/onPress		"<Button label=""مراجعة السلة وإتمام الطلب"" variant=""gradient"" size=""lg"" icon=""cart"" loading={submitting} disabled={loading || !meds.length} onPress={continueToCheckout} />"
mobile	app/pharmacy/scan-prescription.tsx	80	api-call	"""/ai/prescription-ocr"""	"const response = await apiFetch(""/ai/prescription-ocr"", {"
mobile	app/pharmacy/scan-prescription.tsx	88	api-call	'/prescriptions/upload'	const savedPrescription = await apiFetch('/prescriptions/upload', {
mobile	app/pharmacy/scan-prescription.tsx	119	navigation	added ? '/pharmacy/cart' : '/pharmacy/rx-order'	router.push(added ? '/pharmacy/cart' : '/pharmacy/rx-order');
mobile	app/pharmacy/scan-prescription.tsx	142	button/onPress		onPress={() => router.back()}
mobile	app/pharmacy/scan-prescription.tsx	207	button/onPress		onPress={() => pickImage(true)}
mobile	app/pharmacy/scan-prescription.tsx	246	button/onPress		onPress={() => pickImage(false)}
mobile	app/pharmacy/waiting-for-pharmacy.tsx	96	api-call	`/orders/${orderId}`	const order = await apiFetch(`/orders/${orderId}`);
mobile	app/pharmacy/waiting-for-pharmacy.tsx	103	navigation	{	router.replace({
mobile	app/pharmacy/waiting-for-pharmacy.tsx	132	api-call	`/orders/${orderId}/cancel`	"if (orderId) await apiFetch(`/orders/${orderId}/cancel`, { method: ""POST"" });"
mobile	app/pharmacy/waiting-for-pharmacy.tsx	133	navigation	"""/(tabs"	"router.replace(""/(tabs)/pharmacy"");"
mobile	app/pharmacy/waiting-for-pharmacy.tsx	257	button/onPress		onPress={handleCancel}
mobile	app/pharmacy/wishlist.tsx	37	api-call	'/users/me/wishlist'	const data = await apiFetch('/users/me/wishlist');
mobile	app/pharmacy/wishlist.tsx	47	api-call	`/users/me/wishlist/${id}`	await apiFetch(`/users/me/wishlist/${id}`, { method: 'POST' });
mobile	app/pharmacy/wishlist.tsx	83	button/onPress		<TouchableOpacity onPress={() => router.back()}>
mobile	app/pharmacy/wishlist.tsx	98	button/onPress		onPress={() => router.back()}
mobile	app/pharmacy/wishlist.tsx	114	button/onPress		onPress={() => removeFromWishlist(item.id)}
mobile	app/pharmacy/wishlist.tsx	120	button/onPress		onPress={() => addToCart(item)}
mobile	app/pharmacy/wishlist.tsx	162	button/onPress		onPress={() =>
mobile	app/pharmacy/wishlist.tsx	163	navigation	{	router.push({
mobile	app/profile/addresses.tsx	29	api-call	"""/users/me/addresses"""	"const data = await apiFetch(""/users/me/addresses"");"
mobile	app/profile/addresses.tsx	46	api-call	`/users/me/addresses/${id}`	await apiFetch(`/users/me/addresses/${id}`, {
mobile	app/profile/addresses.tsx	85	button/onPress		onPress={() => router.back()}
mobile	app/profile/addresses.tsx	108	button/onPress		onPress={() => handleSetDefault(addr.id)}
mobile	app/profile/index.tsx	34	navigation	'/(auth	router.replace('/(auth)/welcome');
mobile	app/profile/index.tsx	44	api-call	'/loyalty/account'	apiFetch('/loyalty/account')
mobile	app/profile/index.tsx	61	button/onPress	'/health/edit-profile'	"{!isGuest && <IconButton icon=""edit"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/health/edit-profile')} />}"
mobile	app/profile/index.tsx	68	button/onPress		"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
mobile	app/profile/index.tsx	79	button/onPress		"<Button label=""تسجيل الدخول / إنشاء حساب"" variant=""primary"" onPress={handleLogout} style={{ width: '100%', marginTop: 8 }}/>"
mobile	app/profile/index.tsx	88	button/onPress		onPress={() => {
mobile	app/profile/index.tsx	95	navigation	item.route as any	router.push(item.route as any);
mobile	app/profile/index.tsx	115	button/onPress		"{!isGuest && <Button label=""تسجيل الخروج"" variant=""outline"" icon=""logout"" onPress={handleLogout} style={{ borderColor: colors.error }}/>}"
mobile	app/profile/insurance.tsx	40	api-call	"""/users/me/insurance"""	"const data = await apiFetch(""/users/me/insurance"");"
mobile	app/profile/insurance.tsx	61	api-call	"""/insurance/companies"""	"const list = await apiFetch(""/insurance/companies"");"
mobile	app/profile/insurance.tsx	73	api-call	`/insurance/companies/${c.id || c.code}/networks`	const nets = await apiFetch(`/insurance/companies/${c.id || c.code}/networks`);
mobile	app/profile/insurance.tsx	96	api-call	"""/users/me/insurance"""	"const saved = await apiFetch(""/users/me/insurance"", {"
mobile	app/profile/insurance.tsx	139	button/onPress		onPress={() => router.back()}
mobile	app/profile/insurance.tsx	190	button/onPress		onPress={openForm}
mobile	app/profile/insurance.tsx	209	button/onPress		onPress={() => pickCompany(c)}
mobile	app/profile/insurance.tsx	240	button/onPress		onPress={() => setNetworkCode(n.code)}
mobile	app/profile/insurance.tsx	278	button/onPress		onPress={savePolicy}
mobile	app/profile/insurance.tsx	284	button/onPress		onPress={() => setShowForm(false)}
mobile	app/profile/insurance.tsx	306	button/onPress		onPress={openForm}
mobile	app/programs/active.tsx	44	api-call	'/medical/programs/active'	const res = await apiFetch('/medical/programs/active');
mobile	app/programs/active.tsx	72	api-call	'/medical/programs/complete-session'	const res = await apiFetch('/medical/programs/complete-session', {
mobile	app/programs/active.tsx	99	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/programs/active.tsx	104	button/onPress	'/loyalty/hub' as any	"<IconButton icon=""sparkles"" onPress={() => router.push('/loyalty/hub' as any)} />"
mobile	app/programs/active.tsx	114	button/onPress		onPress={() => setActiveTab(p.id)}
mobile	app/programs/active.tsx	160	button/onPress		"<Button label=""تأكيد الحضور أو إعادة الجدولة"" variant=""outline"" size=""sm"" style={{ marginTop: 12 }} onPress={() => showLocalizedAlert('التأكيد', 'تم تأكيد موعد حضورك بنجاح.')} />"
mobile	app/programs/active.tsx	184	button/onPress		onPress={() => !isCompleted && handleMarkCompleted(session.id)}
mobile	app/reports/hub.tsx	71	api-call	"""/medical-reports/mine?limit=100"""	"const res = await apiFetch(""/medical-reports/mine?limit=100"");"
mobile	app/reports/hub.tsx	110	button/onPress		onPress={() => router.back()}
mobile	app/reports/hub.tsx	143	button/onPress		onPress={() => setFilter(f.key)}
mobile	app/reports/hub.tsx	154	button/onPress		"<Button label=""إعادة المحاولة"" size=""sm"" full={false} onPress={() => { setLoading(true); load(); }} />"
mobile	app/reports/hub.tsx	178	button/onPress		onPress={() =>
mobile	app/reports/hub.tsx	179	navigation	{	router.push({
mobile	app/reports/hub.tsx	237	button/onPress		onPress={() =>
mobile	app/reports/hub.tsx	238	navigation	{	router.push({
mobile	app/reports/hub.tsx	250	button/onPress		onPress={() =>
