screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
client/src/pages/Home.tsx	identity/session	ui/screen	"7: * All content in this page are only for example, replace with your own feature implementation || 8: * When building pages, remember your instructions in Frontend Workflow, Frontend Best Practices, Design Guide and Common Pitfalls || 12: // To implement login/logout, call logout(), or start login from an event || 13: // handler: onClick={() => startLogin()} (imported from ""@/const""). Never call || 14: // startLogin() during render (no href={startLogin()}) — it mints a one-time || 16: let { user, loading, error, isAuthenticated, logout } = useAuth(); || 22: <div className=""min-h-screen flex flex-col""> || 26: Example Page || 12: // To implement login/logout, call logout(), or start login from an event || 13: // handler: onClick={() => startLogin()} (imported from ""@/const""). Never call || 14: // startLogin() during render (no href={startLogin()}) — it mints a one-time || 15: // nonce cookie and must run only at the moment of navigation. || 16: let { user, loading, error, isAuthenticated, logout } = useAuth(); || 11: // The useAuth hook provides authentication state. || 16: let { user, loading, error, isAuthenticated, logout } = useAuth(); || 16: let { user, loading, error, isAuthenticated, logout } = useAuth();"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/pages/NotFound.tsx	pharmacy/orders	ui/screen	"14: <div className=""min-h-screen w-full flex items-center justify-center bg-gradient-to-br from-slate-50 to-slate-100""> || 27: Page Not Found || 31: Sorry, the page you are looking for doesn't exist. || 41: onClick={handleGoHome} || 2: import { Card, CardContent } from ""@/components/ui/card""; || 15: <Card className=""w-full max-w-lg mx-4 shadow-lg border-0 bg-white/80 backdrop-blur-sm""> || 16: <CardContent className=""pt-8 pb-8 text-center""> || 48: </CardContent> || 49: </Card>"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/pages/ComponentShowcase.tsx	consultation/booking	ui/screen	"16: BreadcrumbPage, || 182: const [currentPage, setCurrentPage] = useState(2); || 187: const [dialogInput, setDialogInput] = useState(""""); || 196: const handleDialogSubmit = () => { || 197: console.log(""Dialog submitted with value:"", dialogInput); || 198: sonnerToast.success(""Submitted successfully"", { || 199: description: `Input: ${dialogInput}`, || 201: setDialogInput(""""); || 208: handleDialogSubmit(); || 230: <div className=""min-h-screen bg-background text-foreground""> || 236: <Button variant=""outline"" size=""icon"" onClick={toggleTheme}> || 714: onClick={() => setProgress(Math.max(0, progress - 10))} || 222: content: `This is a **demo response**. In a real app, you would call a tRPC mutation here:\n\n\`\`\`typescript\nconst chatMutation = trpc.ai.chat.useMutation({\n  onSuccess: (response) => {\n    setChatMessages(prev => [...prev, {\n      ro || 1406: This is a demo with simulated responses. In a real app, you'd connect it to a tRPC mutation. || 1419: ""How to use tRPC?"", || 89: InputOTP, || 90: InputOTPGroup, || 91: InputOTPSlot, || 92: } from ""@/components/ui/input-otp""; || 187: const [dialogInput, setDialogInput] = useState(""""); || 192: { role: ""system"", content: ""You are a helpful assistant."" }, || 197: console.log(""Dialog submitted with value:"", dialogInput); || 199: description: `Input: ${dialogInput}`, || 201: setDialogInput("""");"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/lib/trpc.ts	cross-surface	client/state/service	"2: import type { AppRouter } from ""../../../server/routers""; || 4: export const trpc = createTRPCReact<AppRouter>(); || 1: import { createTRPCReact } from ""@trpc/react-query""; || 4: export const trpc = createTRPCReact<AppRouter>();"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/lib/utils.ts	cross-surface	client/state/service		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/_core/hooks/useAuth.ts	identity/session	client/state/service	"1: import { startLogin } from ""@/const""; || 12: // Login is started via startLogin() in the effect below, only when we actually || 13: // navigate — never during render. startLogin() mints a one-time nonce + writes || 15: // desync it from an in-flight login's `state`. || 20: retry: false, || 24: const logoutMutation = trpc.auth.logout.useMutation({ || 30: const logout = useCallback(async () => { || 32: await logoutMutation.mutateAsync(); || 42: // Clear the Preview auto-login token mirrored into sessionStorage, so || 44: // backend cookie is cleared by the logout mutation. || 51: }, [logoutMutation, utils]); || 60: loading: meQuery.isLoading || logoutMutation.isPending, || 2: import { trpc } from ""@/lib/trpc""; || 3: import { TRPCClientError } from ""@trpc/client""; || 17: const utils = trpc.useUtils(); || 19: const meQuery = trpc.auth.me.useQuery(undefined, { || 24: const logoutMutation = trpc.auth.logout.useMutation({ || 35: error instanceof TRPCClientError && || 95: refresh: () => meQuery.refetch(), || 1: import { startLogin } from ""@/const""; || 12: // Login is started via startLogin() in the effect below, only when we actually || 13: // navigate — never during render. startLogin() mints a one-time nonce + writes || 14: // the state cookie, so calling it per render would overwrite the cookie and || 15: // desync it from an in-flight login's `state`."	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/hooks/useComposition.ts	cross-surface	client/state/service	21: type TimerResponse = ReturnType<typeof setTimeout>; || 38: clearTimeout(timer.current); || 42: clearTimeout(timer2.current); || 50: // 使用两层 setTimeout 来处理 Safari 浏览器中 compositionEnd 先于 onKeyDown 触发的问题 || 51: timer.current = setTimeout(() => { || 52: timer2.current = setTimeout(() => {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/hooks/useMobile.tsx	cross-surface	client/state/service	6: const [isMobile, setIsMobile] = React.useState<boolean | undefined>(	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/hooks/usePersistFn.ts	cross-surface	client/state/service		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/contexts/ThemeContext.tsx	admin/provider-ops	client/state/service	"1: import React, { createContext, useContext, useEffect, useState } from ""react""; || 24: const [theme, setTheme] = useState<Theme>(() => { || 61: throw new Error(""useTheme must be used within ThemeProvider""); || 61: throw new Error(""useTheme must be used within ThemeProvider"");"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/components/Map.tsx	diagnostics/homecare	ui/screen	"55: * 🛣️ ROUTES (from `routes` library) || 59: * directionsService.route( || 138: fullscreenControl: true, || 98: script.src = `${MAPS_PROXY_URL}/maps/api/js?key=${API_KEY}&v=weekly&libraries=marker,places,geocoding,geometry`; || 13: *     mapRef.current = map; // Store to control map from parent anytime, google map itself is in charge of the re-rendering, not react state. || 39: * geocoder.geocode({ address: ""New York"" }, (results, status) => { || 40: *   if (status === ""OK"" && results[0]) { || 61: *   (res, status) => status === ""OK"" && directionsRenderer.setDirections(res) || 105: script.onerror = () => { || 106: console.error(""Failed to load Google Maps script""); || 131: console.error(""Map container not found""); || 105: script.onerror = () => { || 106: console.error(""Failed to load Google Maps script""); || 131: console.error(""Map container not found"");"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/components/ErrorBoundary.tsx	cross-surface	ui/screen	"27: <div className=""flex items-center justify-center min-h-screen p-8 bg-background""> || 43: onClick={() => window.location.reload()} || 51: Reload Page || 9: interface State { || 10: hasError: boolean; || 11: error: Error | null; || 14: class ErrorBoundary extends Component<Props, State> { || 17: this.state = { hasError: false, error: null }; || 20: static getDerivedStateFromError(error: Error): State { || 21: return { hasError: true, error }; || 25: if (this.state.hasError) { || 34: <h2 className=""text-xl mb-4"">An unexpected error occurred.</h2> || 38: {this.state.error?.stack} || 62: export default ErrorBoundary; || 10: hasError: boolean; || 11: error: Error | null; || 14: class ErrorBoundary extends Component<Props, State> { || 17: this.state = { hasError: false, error: null }; || 20: static getDerivedStateFromError(error: Error): State { || 21: return { hasError: true, error }; || 25: if (this.state.hasError) { || 34: <h2 className=""text-xl mb-4"">An unexpected error occurred.</h2> || 38: {this.state.error?.stack} || 62: export default ErrorBoundary;"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/components/DashboardLayout.tsx	pharmacy/orders	ui/screen	"22: import { startLogin } from ""@/const""; || 24: import { LayoutDashboard, LogOut, PanelLeft, Users } from ""lucide-react""; || 31: { icon: LayoutDashboard, label: ""Page 1"", path: ""/"" }, || 32: { icon: Users, label: ""Page 2"", path: ""/some-path"" }, || 61: <div className=""flex items-center justify-center min-h-screen""> || 68: Access to this dashboard requires authentication. Continue to launch the login flow. || 72: onClick={() => startLogin()} || 107: const { user, logout } = useAuth(); || 163: onClick={toggleSidebar} || 187: onClick={() => setLocation(item.path)} || 223: onClick={logout} || 226: <LogOut className=""mr-2 h-4 w-4"" /> || 22: import { startLogin } from ""@/const""; || 24: import { LayoutDashboard, LogOut, PanelLeft, Users } from ""lucide-react""; || 68: Access to this dashboard requires authentication. Continue to launch the login flow. || 72: onClick={() => startLogin()} || 107: const { user, logout } = useAuth(); || 223: onClick={logout} || 226: <LogOut className=""mr-2 h-4 w-4"" /> || 25: import { CSSProperties, useEffect, useRef, useState } from ""react""; || 45: const [sidebarWidth, setSidebarWidth] = useState(() => { || 49: const { loading, user } = useAuth(); || 55: if (loading) { || 109: const { state, toggleSidebar } = useSidebar();"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/components/AIChatBox.tsx	pharmacy/orders	ui/screen	"74: * const ChatPage = () => { || 168: const handleSubmit = (e: React.FormEvent) => { || 186: handleSubmit(e); || 214: onClick={() => onSendMessage(prompt)} || 308: onSubmit={handleSubmit} || 321: type=""submit"" || 26: * Typically you'll call a tRPC mutation here to invoke the LLM. || 79: *   const chatMutation = trpc.ai.chat.useMutation({ || 81: *       // Assuming your tRPC endpoint returns the AI response as a string || 13: role: ""system"" | ""user"" | ""assistant""; || 76: *     { role: ""system"", content: ""You are a helpful assistant."" } || 83: *         role: ""assistant"", || 94: *     const newMessages = [...messages, { role: ""user"", content }]; || 130: const displayMessages = messages.filter((msg) => msg.role !== ""system""); || 239: message.role === ""user"" || 249: {message.role === ""assistant"" && ( || 258: message.role === ""user"" || 263: {message.role === ""assistant"" ? ( || 274: {message.role === ""user"" && ( || 6: import { useState, useEffect, useRef } from ""react""; || 33: isLoading?: boolean; || 51: * Empty state message to display when no messages || 53: emptyStateMessage?: string; || 56: * Suggested prompts to display in empty state"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
client/src/components/DashboardLayoutSkeleton.tsx	pharmacy/orders	ui/screen	"5: <div className=""flex min-h-screen bg-background""> || 1: import { Skeleton } from './ui/skeleton'; || 3: export function DashboardLayoutSkeleton() { || 6: {/* Sidebar skeleton */} || 10: <Skeleton className=""h-8 w-8 rounded-md"" /> || 11: <Skeleton className=""h-4 w-24"" /> || 16: <Skeleton className=""h-10 w-full rounded-lg"" /> || 17: <Skeleton className=""h-10 w-full rounded-lg"" /> || 18: <Skeleton className=""h-10 w-full rounded-lg"" /> || 24: <Skeleton className=""h-9 w-9 rounded-full"" /> || 26: <Skeleton className=""h-3 w-20"" /> || 27: <Skeleton className=""h-2 w-32"" /> || 33: {/* Main content skeleton */}"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
